ID,Genus,Division,Percent,N15,Exact_Depth,Depth,Zone,Location,Region
Ha 35a,Halimeda sp.,Chlorophyta,1.7,4.0,24,21-30,Shallow,Oahu,MHI
Ha 35b,Halimeda sp.,Chlorophyta,1.5,3.4,24,21-30,Shallow,Oahu,MHI
Ha 35c,Halimeda sp.,Chlorophyta,1.7,3.0,24,21-30,Shallow,Oahu,MHI
NWHI-1072a,Halimeda sp.,Chlorophyta,1.5,2.7,24,21-30,Shallow,Pearl & Hermes,NWHI
NWHI-1072b,Halimeda sp.,Chlorophyta,1.6,3.0,24,21-30,Shallow,Pearl & Hermes,NWHI
NWHI-1072c,Halimeda sp.,Chlorophyta,1.7,2.7,24,21-30,Shallow,Pearl & Hermes,NWHI
HA 91A,Halimeda sp.,Chlorophyta,2.4,1.7,38,31-40,Mesophotic,Oahu,MHI
HA 91B,Halimeda sp.,Chlorophyta,2.4,1.0,38,31-40,Mesophotic,Oahu,MHI
HA 91C,Halimeda sp.,Chlorophyta,2.6,1.3,38,31-40,Mesophotic,Oahu,MHI
K-H1,Halimeda sp.,Chlorophyta,1.4,1.3,38,31-40,Mesophotic,Oahu,MHI
K-H2,Halimeda sp.,Chlorophyta,1.5,1.5,38,31-40,Mesophotic,Oahu,MHI
K-H3,Halimeda sp.,Chlorophyta,1.5,3.3,38,31-40,Mesophotic,Oahu,MHI
K-H4,Halimeda sp.,Chlorophyta,1.7,1.5,38,31-40,Mesophotic,Oahu,MHI
Ha 15a,Halimeda sp.,Chlorophyta,2.7,3.8,40,31-40,Mesophotic,Oahu,MHI
Ha 15b,Halimeda sp.,Chlorophyta,1.5,2.7,40,31-40,Mesophotic,Oahu,MHI
Ha 2a,Halimeda sp.,Chlorophyta,1.4,2.2,40,31-40,Mesophotic,Oahu,MHI
Ha 2b,Halimeda sp.,Chlorophyta,1.7,2.2,40,31-40,Mesophotic,Oahu,MHI
Ha 2c,Halimeda sp.,Chlorophyta,1.7,4.7,40,31-40,Mesophotic,Oahu,MHI
NWHI-465,Halimeda sp.,Chlorophyta,1.8,2.0,54,51-60,Mesophotic,Pioneer,NWHI
NWHI-186-1,Halimeda sp.,Chlorophyta,1.4,2.8,55,51-60,Mesophotic,FFS,NWHI
NWHI-843a,Halimeda sp.,Chlorophyta,1.7,2.7,55,51-60,Mesophotic,Lisianski,NWHI
NWHI-843b,Halimeda sp.,Chlorophyta,1.4,2.3,55,51-60,Mesophotic,Lisianski,NWHI
NWHI-843c,Halimeda sp.,Chlorophyta,1.8,2.5,55,51-60,Mesophotic,Lisianski,NWHI
NWHI-85,Halimeda sp.,Chlorophyta,1.9,2.8,56,51-60,Mesophotic,Pearl & Hermes,NWHI
NWHI-84,Halimeda sp.,Chlorophyta,0.2,1.9,58,51-60,Mesophotic,Pearl & Hermes,NWHI
NWHI-247,Halimeda sp.,Chlorophyta,1.4,2.5,59,51-60,Mesophotic,Lisianski,NWHI
NWHI-66,Halimeda sp.,Chlorophyta,0.3,2.8,61,61-70,Mesophotic,Nihoa,NWHI
NWHI-68,Halimeda sp.,Chlorophyta,0.2,2.1,61,61-70,Mesophotic,FFS,NWHI
NWHI-205-1,Halimeda sp.,Chlorophyta,1.2,2.6,61,61-70,Mesophotic,Laysan,NWHI
NWHI-209-1,Halimeda sp.,Chlorophyta,1.1,3.4,61,61-70,Mesophotic,Laysan,NWHI
NWHI-212-1,Halimeda sp.,Chlorophyta,0.3,1.1,61,61-70,Mesophotic,Laysan,NWHI
P4-188 HD1,Halimeda sp.,Chlorophyta,1.8,1.2,62,61-70,Mesophotic,Oahu,MHI
P4-188 HD2,Halimeda sp.,Chlorophyta,1.8,1.5,62,61-70,Mesophotic,Oahu,MHI
P4-188 HD3,Halimeda sp.,Chlorophyta,1.6,1.5,62,61-70,Mesophotic,Oahu,MHI
P4-188 HD4,Halimeda sp.,Chlorophyta,0.8,2.0,62,61-70,Mesophotic,Oahu,MHI
P4-188 HD5,Halimeda sp.,Chlorophyta,0.8,2.5,62,61-70,Mesophotic,Oahu,MHI
P4-188 HD6,Halimeda sp.,Chlorophyta,0.9,2.5,62,61-70,Mesophotic,Oahu,MHI
NWHI-102,Halimeda sp.,Chlorophyta,2.3,4.4,64,61-70,Mesophotic,Lisianski,NWHI
D1 HF,Halimeda sp.,Chlorophyta,0.2,3.0,65,61-70,Mesophotic,Oahu,MHI
D1 HG,Halimeda sp.,Chlorophyta,0.5,2.1,65,61-70,Mesophotic,Oahu,MHI
D1 HH,Halimeda sp.,Chlorophyta,0.4,2.8,65,61-70,Mesophotic,Oahu,MHI
D1 HI,Halimeda sp.,Chlorophyta,0.3,2.9,65,61-70,Mesophotic,Oahu,MHI
D1 HJ,Halimeda sp.,Chlorophyta,0.5,2.1,65,61-70,Mesophotic,Oahu,MHI
NWHI-215-1,Halimeda sp.,Chlorophyta,1.0,3.6,67,61-70,Mesophotic,FFS,NWHI
NWHI-621a,Halimeda sp.,Chlorophyta,0.8,0.3,68,61-70,Mesophotic,FFS,NWHI
NWHI-621b,Halimeda sp.,Chlorophyta,1.0,1.6,68,61-70,Mesophotic,FFS,NWHI
NWHI-621c,Halimeda sp.,Chlorophyta,0.6,0.8,68,61-70,Mesophotic,FFS,NWHI
P4-189 HB-10,Halimeda sp.,Chlorophyta,0.7,4.9,69,61-70,Mesophotic,Molokai,MHI
P4-189 HB-11,Halimeda sp.,Chlorophyta,1.5,3.7,69,61-70,Mesophotic,Molokai,MHI
P4-189 HB-12,Halimeda sp.,Chlorophyta,1.2,4.2,69,61-70,Mesophotic,Molokai,MHI
P4-189 HB-7,Halimeda sp.,Chlorophyta,1.3,4.3,69,61-70,Mesophotic,Molokai,MHI
P4-189 HB-8,Halimeda sp.,Chlorophyta,1.1,4.1,69,61-70,Mesophotic,Molokai,MHI
P4-189 HB-9,Halimeda sp.,Chlorophyta,2.0,3.9,69,61-70,Mesophotic,Molokai,MHI
NWHI-375,Halimeda sp.,Chlorophyta,1.4,5.3,70,61-70,Mesophotic,Pearl & Hermes,NWHI
P4-233-1B,Halimeda sp.,Chlorophyta,1.0,1.7,77,71-80,Mesophotic,Maui,MHI
D1 HA,Halimeda sp.,Chlorophyta,0.3,1.8,78,71-80,Mesophotic,Oahu,MHI
D1 HC,Halimeda sp.,Chlorophyta,0.3,1.7,78,71-80,Mesophotic,Oahu,MHI
D1 HC3B,Halimeda sp.,Chlorophyta,0.3,1.7,78,71-80,Mesophotic,Oahu,MHI
D1 HD,Halimeda sp.,Chlorophyta,0.2,1.4,78,71-80,Mesophotic,Oahu,MHI
D1 HE,Halimeda sp.,Chlorophyta,0.3,1.2,78,71-80,Mesophotic,Oahu,MHI
P4-189 HA-13,Halimeda sp.,Chlorophyta,0.3,1.4,80,71-80,Mesophotic,Molokai,MHI
P4-189 HA-14,Halimeda sp.,Chlorophyta,0.4,2.1,80,71-80,Mesophotic,Molokai,MHI
P4-189 HA-15,Halimeda sp.,Chlorophyta,0.2,1.9,80,71-80,Mesophotic,Molokai,MHI
P4-189 HA-16,Halimeda sp.,Chlorophyta,0.3,1.8,80,71-80,Mesophotic,Molokai,MHI
P4-189 HA-17,Halimeda sp.,Chlorophyta,0.2,1.8,80,71-80,Mesophotic,Molokai,MHI
P4-189 HA-18,Halimeda sp.,Chlorophyta,0.3,1.8,80,71-80,Mesophotic,Molokai,MHI
P4-189 HB-1,Halimeda sp.,Chlorophyta,2.3,2.3,80,71-80,Mesophotic,Molokai,MHI
P4-189 HB-2,Halimeda sp.,Chlorophyta,1.2,4.8,80,71-80,Mesophotic,Molokai,MHI
P4-189 HB-3,Halimeda sp.,Chlorophyta,0.8,2.8,80,71-80,Mesophotic,Molokai,MHI
P4-189 HB-4,Halimeda sp.,Chlorophyta,1.8,0.9,80,71-80,Mesophotic,Molokai,MHI
P4-189 HB-5,Halimeda sp.,Chlorophyta,1.0,4.7,80,71-80,Mesophotic,Molokai,MHI
P4-189 HB-6,Halimeda sp.,Chlorophyta,1.8,4.3,80,71-80,Mesophotic,Molokai,MHI
P4-233-4C,Halimeda sp.,Chlorophyta,0.3,2.8,85,81-90,Mesophotic,Maui,MHI
P4-233-5,Halimeda sp.,Chlorophyta,0.2,2.3,85,81-90,Mesophotic,Maui,MHI
P4-188 HA1,Halimeda sp.,Chlorophyta,0.2,2.5,87,81-90,Mesophotic,Oahu,MHI
P4-188 HA2,Halimeda sp.,Chlorophyta,0.5,1.7,87,81-90,Mesophotic,Oahu,MHI
P4-188 HA3,Halimeda sp.,Chlorophyta,0.3,2.4,87,81-90,Mesophotic,Oahu,MHI
P4-188 HA4,Halimeda sp.,Chlorophyta,0.3,1.7,87,81-90,Mesophotic,Oahu,MHI
P4-188 HA5,Halimeda sp.,Chlorophyta,0.3,1.8,87,81-90,Mesophotic,Oahu,MHI
P4-188 HA6,Halimeda sp.,Chlorophyta,0.2,2.9,87,81-90,Mesophotic,Oahu,MHI
NWHI-446,Halimeda sp.,Chlorophyta,1.5,4.5,88,81-90,Mesophotic,Kure,NWHI
P5-734 9,Halimeda sp.,Chlorophyta,0.7,2.2,90,81-90,Mesophotic,Maui,MHI
P5-734 2,Halimeda sp.,Chlorophyta,1.2,0.9,92,91-100,Mesophotic,Maui,MHI
P5-734 20,Halimeda sp.,Chlorophyta,0.2,1.9,92,91-100,Mesophotic,Maui,MHI
P5-734 30,Halimeda sp.,Chlorophyta,0.9,1.3,92,91-100,Mesophotic,Maui,MHI
P5-734 6,Halimeda sp.,Chlorophyta,0.8,2.2,92,91-100,Mesophotic,Maui,MHI
P5-736 67,Halimeda sp.,Chlorophyta,0.6,1.9,104,101-110,Mesophotic,Maui,MHI
P5-736 79,Halimeda sp.,Chlorophyta,0.6,2.7,104,101-110,Mesophotic,Maui,MHI
P5-738 103,Halimeda sp.,Chlorophyta,1.2,0.2,109,101-110,Mesophotic,Maui,MHI
P5-738 111,Halimeda sp.,Chlorophyta,0.9,1.0,109,101-110,Mesophotic,Maui,MHI
P5-736 100,Halimeda sp.,Chlorophyta,1.1,0.0,111,111-120,Mesophotic,Maui,MHI
P5-738 109,Halimeda sp.,Chlorophyta,0.4,1.8,117,111-120,Mesophotic,Maui,MHI
P4-232 3A,Halimeda sp.,Chlorophyta,0.2,2.0,102,101-110,Mesophotic,Maui,MHI
P4-232 3B,Halimeda sp.,Chlorophyta,0.2,2.6,102,101-110,Mesophotic,Maui,MHI
P4-232 3F,Halimeda sp.,Chlorophyta,0.3,2.1,102,101-110,Mesophotic,Maui,MHI
P4-232 4C,Halimeda sp.,Chlorophyta,0.2,3.2,102,101-110,Mesophotic,Maui,MHI
P4-232 4D,Halimeda sp.,Chlorophyta,0.2,2.9,102,101-110,Mesophotic,Maui,MHI
