ID,Genus,Division,Percent,N15,Exact_Depth,Depth,Zone,Location,Region
P4-189 UV1-5,Ulva/Umbraulva,Chlorophyta,0.963315523,5.53,80,71-80,Mesophotic,Molokai,MHI
P4-189 UV1-6,Ulva/Umbraulva,Chlorophyta,1.157961595,5.61,80,71-80,Mesophotic,Molokai,MHI
P4-189 UV2-1,Ulva/Umbraulva,Chlorophyta,1.6131,4.01,80,71-80,Mesophotic,Molokai,MHI
P4-189 UV2-10,Ulva/Umbraulva,Chlorophyta,1.5486,4.93,80,71-80,Mesophotic,Molokai,MHI
P4-189 UV2-11,Ulva/Umbraulva,Chlorophyta,1.3860,7.15,80,71-80,Mesophotic,Molokai,MHI
P4-189 UV2-12,Ulva/Umbraulva,Chlorophyta,1.6686,3.96,80,71-80,Mesophotic,Molokai,MHI
P4-189 UV2-2,Ulva/Umbraulva,Chlorophyta,1.7143,3.29,80,71-80,Mesophotic,Molokai,MHI
P4-189 UV2-3,Ulva/Umbraulva,Chlorophyta,1.6035,3.34,80,71-80,Mesophotic,Molokai,MHI
P4-189 UV2-4,Ulva/Umbraulva,Chlorophyta,1.9058,2.99,80,71-80,Mesophotic,Molokai,MHI
P4-189 UV2-5,Ulva/Umbraulva,Chlorophyta,1.6885,3.90,80,71-80,Mesophotic,Molokai,MHI
P4-189 UV2-6,Ulva/Umbraulva,Chlorophyta,1.7287,3.68,80,71-80,Mesophotic,Molokai,MHI
P4-189 UV2-7,Ulva/Umbraulva,Chlorophyta,1.2948,5.00,80,71-80,Mesophotic,Molokai,MHI
P4-189 UV2-8,Ulva/Umbraulva,Chlorophyta,1.3320,4.47,80,71-80,Mesophotic,Molokai,MHI
P4-189 UV2-9,Ulva/Umbraulva,Chlorophyta,1.3863,4.36,80,71-80,Mesophotic,Molokai,MHI
NWHI-330,Ulva/Umbraulva,Chlorophyta,1.638250408,2.40,83,81-90,Mesophotic,FFS,NWHI
P5-736 56,Ulva/Umbraulva,Chlorophyta,2.235372532,3.37,84,81-90,Mesophotic,Maui,MHI
NWHI-256-a,Ulva/Umbraulva,Chlorophyta,1.697267399,4.00,84,81-90,Mesophotic,Lisianski,NWHI
P5-736 53,Ulva/Umbraulva,Chlorophyta,0.681111772,4.93,85,81-90,Mesophotic,Maui,MHI
P5-736 51,Ulva/Umbraulva,Chlorophyta,0.459119641,5.94,87,81-90,Mesophotic,Maui,MHI
NWHI-445,Ulva/Umbraulva,Chlorophyta,1.401129268,4.60,88,81-90,Mesophotic,Kure,NWHI
P5-734 8,Ulva/Umbraulva,Chlorophyta,1.449306779,3.58,90,81-90,Mesophotic,Maui,MHI
NWHI-426,Ulva/Umbraulva,Chlorophyta,1.072767741,4.60,90,81-90,Mesophotic,Kure,NWHI
NWHI-336,Ulva/Umbraulva,Chlorophyta,1.749220995,3.70,91,91-100,Mesophotic,FFS,NWHI
NWHI-397,Ulva/Umbraulva,Chlorophyta,1.724052637,4.80,91,91-100,Mesophotic,Kure,NWHI
P5-734 1,Ulva/Umbraulva,Chlorophyta,1.365061496,3.46,92,91-100,Mesophotic,Maui,MHI
P5-734 29,Ulva/Umbraulva,Chlorophyta,1.468930846,3.82,92,91-100,Mesophotic,Maui,MHI
ULB-D2,Ulva/Umbraulva,Chlorophyta,1.748363543,3.39,92,91-100,Mesophotic,Oahu,MHI
P4-190 UV2-13,Ulva/Umbraulva,Chlorophyta,1.140793416,5.33,94,91-100,Mesophotic,Maui,MHI
P4-190 UV2-14,Ulva/Umbraulva,Chlorophyta,2.755474702,3.81,94,91-100,Mesophotic,Maui,MHI
P4-190 UV2-15,Ulva/Umbraulva,Chlorophyta,1.114690794,3.89,94,91-100,Mesophotic,Maui,MHI
P4-190 UV2-16,Ulva/Umbraulva,Chlorophyta,2.864182645,3.61,94,91-100,Mesophotic,Maui,MHI
P4-190 UV2-17,Ulva/Umbraulva,Chlorophyta,2.583442472,3.35,94,91-100,Mesophotic,Maui,MHI
P4-190 UV2-18,Ulva/Umbraulva,Chlorophyta,3.088449604,3.56,94,91-100,Mesophotic,Maui,MHI
P5-736 65,Ulva/Umbraulva,Chlorophyta,2.325499883,3.06,104,101-110,Mesophotic,Maui,MHI
P4-190 UV1-10,Ulva/Umbraulva,Chlorophyta,2.483678257,3.65,113,111-120,Mesophotic,Maui,MHI
P4-190 UV1-11,Ulva/Umbraulva,Chlorophyta,3.21156386,4.15,113,111-120,Mesophotic,Maui,MHI
P4-190 UV1-12,Ulva/Umbraulva,Chlorophyta,2.681011934,3.59,113,111-120,Mesophotic,Maui,MHI
P4-232 3C,Ulva/Umbraulva,Chlorophyta,2.096721844,4.10,102,101-110,Mesophotic,Maui,MHI
P4-232 3D,Ulva/Umbraulva,Chlorophyta,2.797546012,4.20,102,101-110,Mesophotic,Maui,MHI
P4-232 3E,Ulva/Umbraulva,Chlorophyta,2.436575407,4.10,102,101-110,Mesophotic,Maui,MHI
